route_progress_m,burial_depth_m,burial_sigma_m,accuracy_target_m,accuracy_pass
65.51025453417832,1.5,,0.15,False
65.61813142511657,1.5,,0.15,False
65.72693863293152,1.5,,0.15,False
65.83603055712393,1.5,,0.15,False
65.9457352988263,1.5,,0.15,False
66.05375973168731,1.5,,0.15,False
66.1639269486544,1.5,,0.15,False
66.27210029088279,1.5,,0.15,False
66.38116784455451,1.5,,0.15,False
66.49021588176487,1.5,,0.15,False
66.59892591255986,1.5,,0.15,False
66.70675024220101,1.5,,0.15,False
66.81665918754008,1.5,,0.15,False
66.9257592565404,1.5,,0.15,False
67.03439636552727,1.5,,0.15,False
67.14327852649146,1.5,,0.15,False
67.25213785909807,1.5,,0.15,False
67.36106156576068,1.5,,0.15,False
67.46991128185545,1.5,,0.15,False
67.57869218081758,1.5,,0.15,False
67.68765316866556,1.5,,0.15,False
67.79558389971373,1.5,,0.15,False
67.90531615993532,1.5,,0.15,False
68.01415804599067,1.5,,0.15,False
68.12320099970367,1.5,,0.15,False
68.2319181229768,1.5,,0.15,False
68.34081166400043,1.5,,0.15,False
68.44973446471948,1.5,,0.15,False
68.55854715905022,1.5,,0.15,False
68.66742652118057,1.5,,0.15,False
68.77620956912642,1.5,,0.15,False
68.8852368543137,1.5,,0.15,False
68.99394333590745,1.5,,0.15,False
69.10289524941246,1.5,,0.15,False
69.21174714790351,1.5,,0.15,False
69.32029770026018,1.5,,0.15,False
69.42942242924258,1.5,,0.15,False
69.53722847327258,1.5,,0.15,False
69.6463121444097,1.5,,0.15,False
69.75605237572411,1.5,,0.15,False
69.86387027936556,1.5,,0.15,False
69.97396910089091,1.5,,0.15,False
70.08299336747592,1.5,,0.15,False
70.19158395171094,1.5,,0.15,False
70.30036280482845,1.5,,0.15,False
70.40924120638277,1.5,,0.15,False
70.51812002862417,1.5,,0.15,False
70.62710077846641,1.5,,0.15,False
70.73481651257002,1.5,,0.15,False
70.84477025290106,1.5,,0.15,False
70.9535591301192,1.5,,0.15,False
